"Krasnushkin_DonNaKostylyah" "Kryukov_NaTihomDonu1898" "Kryukov_RechkeLazor1911" "Kryukov_Tatarnik1919" "Kryukov_Vglubine1913" "Kryukov_VojskovojKrugIRossiya1918" "Kryukov_Zyb1909" "Sholokhov_Celina" "Sholokhov_Don1-2" "Sholokhov_Don3-4" "Sholokhov_Sudba"
"глубокой" 0.00677277345072807 0.00986550034529251 0.0098833761612967 0 0 0 0.00454008898574412 0.00337593441041717 0.00578052907606125 0.00168328206336715 0
"голубые" 0 0 0.0098833761612967 0 0.00358847382208347 0 0 0.00289365806607186 0.00315301585966977 0.00589148722178504 0
"граждане" 0 0 0.0098833761612967 0 0.0107654214662504 0 0 0.0115746322642874 0 0 0
"губернии" 0.0203183203521842 0.0032885001150975 0.0098833761612967 0 0 0 0 0 0.00472952378950466 0.00547066670594325 0.00908017797148824
"двигались" 0 0 0 0 0.00717694764416694 0 0 0.00096455268869062 0.00683153436261784 0.00462902567425967 0
"дворов" 0 0.0032885001150975 0 0.0595592614651578 0 0 0 0.00337593441041717 0.00525502643278296 0.00336656412673431 0.00908017797148824
"делах" 0 0.0032885001150975 0 0 0.0107654214662504 0 0.0136202669572324 0.00434048709910779 0 0.00504984619010146 0
"дивизию" 0 0 0 0 0 0 0 0 0 0.0113621539277283 0.00908017797148824
"дивизия" 0 0 0 0 0 0 0 0 0.00578052907606125 0.0071539487693104 0
"догадался" 0 0 0 0 0.00358847382208347 0 0 0.00241138172172655 0.00525502643278296 0.00504984619010146 0
"домам" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.00096455268869062 0.00578052907606125 0.00547066670594325 0
"дуняшки" 0 0 0 0 0 0 0 0 0.00315301585966977 0.00925805134851934 0
"желание" 0 0.0032885001150975 0.0098833761612967 0 0 0 0.00454008898574412 0.00289365806607186 0.00210201057311318 0.00631230773762682 0
"звучал" 0 0 0.0098833761612967 0 0.00358847382208347 0 0 0.00289365806607186 0.00315301585966977 0.00589148722178504 0
"здоров" 0.00677277345072807 0.0032885001150975 0.0197667523225934 0 0 0 0.0136202669572324 0.00434048709910779 0.00367851850294807 0.00210410257920894 0
"знакомых" 0.0135455469014561 0.0032885001150975 0 0 0.0143538952883339 0 0.00454008898574412 0.00192910537738124 0.00367851850294807 0.00378738464257609 0
"знают" 0.0270910938029123 0.01315400046039 0 0 0.00358847382208347 0 0.00908017797148824 0.00337593441041717 0.00315301585966977 0.00168328206336715 0
"зябко" 0 0 0 0 0 0 0 0.0048227634434531 0.00525502643278296 0.00336656412673431 0
"иванков" 0 0 0 0 0 0 0 0 0.0147140740117923 0 0
"искал" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00420402114622637 0.00504984619010146 0.0181603559429765
"каждое" 0 0 0 0 0 0 0 0.00385821075476248 0.00472952378950466 0.00462902567425967 0
"казачью" 0 0 0 0 0.00358847382208347 0 0 0.00048227634434531 0.00525502643278296 0.00673312825346861 0
"качнулся" 0 0 0 0 0 0 0.00454008898574412 0.00337593441041717 0.00472952378950466 0.00420820515841788 0.00908017797148824
"колен" 0 0.0032885001150975 0 0.0595592614651578 0 0 0 0.00144682903303593 0.00630603171933955 0.00462902567425967 0
"конюшню" 0 0 0 0 0 0 0 0.00675186882083434 0.00315301585966977 0.00336656412673431 0
"копылова" 0 0 0 0 0 0 0.07718151275765 0 0 0.00462902567425967 0
"корова" 0.00677277345072807 0.0032885001150975 0 0 0 0 0.00908017797148824 0.00723414516517965 0.00105100528655659 0.00210410257920894 0.0181603559429765
"кот" 0.00677277345072807 0.00657700023019501 0 0 0 0 0.00454008898574412 0.00771642150952496 0.00262751321639148 0.00126246154752536 0
"кочета" 0 0.0032885001150975 0 0 0.00358847382208347 0 0.0136202669572324 0.00771642150952496 0 0.00294574361089252 0
"красная" 0.00677277345072807 0.0032885001150975 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00525502643278296 0.00462902567425967 0
"кухни" 0 0 0 0 0 0 0 0.00434048709910779 0.00472952378950466 0.00420820515841788 0
"лампасами" 0.00677277345072807 0.01315400046039 0.0197667523225934 0 0.0143538952883339 0.0686813186813187 0.00454008898574412 0.00144682903303593 0.00315301585966977 0.00252492309505073 0
"лесом" 0.0203183203521842 0.00657700023019501 0.0098833761612967 0 0 0.0686813186813187 0.00454008898574412 0.00048227634434531 0.00578052907606125 0.00336656412673431 0
"макару" 0 0 0 0 0 0 0 0.0135037376416687 0 0 0
"матерью" 0 0.0032885001150975 0 0 0 0 0.00908017797148824 0.00434048709910779 0.00472952378950466 0.00252492309505073 0.00908017797148824
"мелкий" 0.0135455469014561 0.0032885001150975 0 0 0.00358847382208347 0 0.00908017797148824 0.00578731613214372 0.00210201057311318 0.00252492309505073 0
"молоком" 0 0 0 0 0 0 0 0.0048227634434531 0.00420402114622637 0.00378738464257609 0.00908017797148824
"молчишь" 0 0 0 0 0 0 0 0.00337593441041717 0.00157650792983489 0.00757476928515219 0
"найти" 0.0270910938029123 0.00986550034529251 0.0098833761612967 0 0 0 0 0.00337593441041717 0.00315301585966977 0.00294574361089252 0
"население" 0 0.01315400046039 0 0 0.00358847382208347 0.0686813186813187 0.00908017797148824 0 0.00472952378950466 0.00462902567425967 0
"наскоро" 0 0 0 0.0595592614651578 0 0 0 0.00337593441041717 0.00578052907606125 0.00378738464257609 0
"начинал" 0 0 0.0197667523225934 0 0 0 0.00908017797148824 0.00385821075476248 0.00262751321639148 0.00462902567425967 0
"нашелся" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.00434048709910779 0.00157650792983489 0.00462902567425967 0.0272405339144647
"нашем" 0 0.01315400046039 0.0098833761612967 0 0.0179423691104173 0 0 0.00530503978779841 0.00210201057311318 0.000841641031683577 0.00908017797148824
"немец" 0 0 0 0 0 0 0 0.00048227634434531 0.00893354493573103 0.00294574361089252 0.0272405339144647
"несомненно" 0.0135455469014561 0.0032885001150975 0 0.0595592614651578 0.00717694764416694 0 0.0181603559429765 0.00144682903303593 0.00472952378950466 0.00252492309505073 0
"обрадованно" 0 0 0 0 0 0 0 0.00289365806607186 0.00262751321639148 0.0071539487693104 0
"окном" 0 0 0 0 0.00358847382208347 0 0.0136202669572324 0.00144682903303593 0.00578052907606125 0.00420820515841788 0
"окопов" 0 0 0 0 0 0 0 0.00048227634434531 0.0120865607954008 0.00168328206336715 0
"опасливо" 0 0 0.0098833761612967 0 0 0 0.00454008898574412 0.00192910537738124 0.00788253964917444 0.00294574361089252 0
"оставаться" 0 0.0032885001150975 0.0098833761612967 0 0 0 0 0.00048227634434531 0.00157650792983489 0.00883723083267756 0.00908017797148824
"охота" 0 0 0 0.0595592614651578 0 0 0.0227004449287206 0.00434048709910779 0.00472952378950466 0.00168328206336715 0
"падали" 0 0 0 0 0 0 0.00454008898574412 0.00192910537738124 0.00788253964917444 0.00336656412673431 0
"пехота" 0 0 0 0 0 0 0 0.00048227634434531 0.00367851850294807 0.00799558980099398 0.00908017797148824
"печке" 0 0 0 0 0 0 0 0.00385821075476248 0.00525502643278296 0.00420820515841788 0
"платка" 0 0.0032885001150975 0 0 0.00358847382208347 0 0.00454008898574412 0.00289365806607186 0.00578052907606125 0.00294574361089252 0.00908017797148824
"поедешь" 0 0 0 0 0 0 0 0.00337593441041717 0.00525502643278296 0.00462902567425967 0
"позиции" 0 0 0 0 0.00717694764416694 0.0686813186813187 0.00454008898574412 0.00048227634434531 0.00472952378950466 0.00589148722178504 0
"показал" 0 0.00657700023019501 0 0.0595592614651578 0 0 0.0181603559429765 0.00337593441041717 0.00157650792983489 0.00462902567425967 0
"поклон" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.00048227634434531 0.00735703700589614 0.00462902567425967 0
"положения" 0 0.0164425005754875 0 0 0.00358847382208347 0 0.00454008898574412 0.00241138172172655 0.00420402114622637 0.00336656412673431 0
"положила" 0 0 0 0 0.00358847382208347 0 0.00908017797148824 0.00192910537738124 0.00315301585966977 0.00631230773762682 0
"пользу" 0.00677277345072807 0.00986550034529251 0.0098833761612967 0 0 0 0.0136202669572324 0.00385821075476248 0.00367851850294807 0.00210410257920894 0
"помощник" 0.0203183203521842 0.0164425005754875 0 0 0.0179423691104173 0 0 0.00096455268869062 0.00420402114622637 0.00210410257920894 0
"порядке" 0 0.0032885001150975 0 0 0.0215308429325008 0 0 0.0048227634434531 0.00262751321639148 0.00168328206336715 0.0181603559429765
"последнюю" 0.00677277345072807 0.0032885001150975 0 0 0.0107654214662504 0 0 0.00241138172172655 0.00525502643278296 0.00252492309505073 0.0181603559429765
"почем" 0 0.00657700023019501 0 0 0 0 0 0.00337593441041717 0.00472952378950466 0.00336656412673431 0.0181603559429765
"почтительно" 0 0.0032885001150975 0.0098833761612967 0 0.0215308429325008 0 0.00454008898574412 0.00289365806607186 0.00315301585966977 0.00294574361089252 0
"привезли" 0.00677277345072807 0 0 0 0.0143538952883339 0 0 0.00289365806607186 0.00210201057311318 0.00504984619010146 0.00908017797148824
"приезда" 0.0135455469014561 0 0 0 0.00358847382208347 0 0 0.00337593441041717 0.00472952378950466 0.00378738464257609 0
"провел" 0.00677277345072807 0.0032885001150975 0 0 0 0 0 0.00626959247648903 0.00262751321639148 0.00336656412673431 0
"проговорила" 0 0 0 0 0 0 0.00908017797148824 0.00530503978779841 0.000525502643278296 0.00589148722178504 0
"прости" 0 0.00657700023019501 0 0 0 0 0 0.00385821075476248 0.00315301585966977 0.00462902567425967 0.00908017797148824
"прошептал" 0 0 0 0 0 0 0.00454008898574412 0.00723414516517965 0.00367851850294807 0.00210410257920894 0
"работой" 0.00677277345072807 0 0 0.0595592614651578 0 0 0.00454008898574412 0.00385821075476248 0.00420402114622637 0.00336656412673431 0.00908017797148824
"реки" 0 0.0164425005754875 0.0593002569677802 0 0.0251193167545843 0 0.00454008898574412 0 0.00157650792983489 0.00252492309505073 0
"рту" 0 0 0 0 0 0 0 0.0048227634434531 0.00683153436261784 0.00210410257920894 0
"рукою" 0 0 0 0 0 0 0 0.00723414516517965 0.00262751321639148 0.00210410257920894 0.0272405339144647
"сего" 0 0.0032885001150975 0 0 0.00358847382208347 0 0.00454008898574412 0.00337593441041717 0.00472952378950466 0.00378738464257609 0
"скомандовал" 0 0 0 0 0.00358847382208347 0 0 0.00048227634434531 0.00630603171933955 0.00589148722178504 0
"слева" 0.00677277345072807 0.0032885001150975 0 0 0.00717694764416694 0 0.00454008898574412 0.00289365806607186 0.00367851850294807 0.00294574361089252 0.0272405339144647
"следователь" 0 0 0 0 0.00717694764416694 0 0 0.00192910537738124 0.0105100528655659 0.000841641031683577 0
"служба" 0 0.00657700023019501 0 0 0.0251193167545843 0 0 0.00192910537738124 0.00683153436261784 0.000841641031683577 0
"снаряды" 0 0 0 0.178677784395473 0 0 0 0 0.00367851850294807 0.00673312825346861 0.0181603559429765
"собак" 0 0 0 0 0.00358847382208347 0 0.00454008898574412 0.00434048709910779 0.00683153436261784 0.00126246154752536 0.00908017797148824
"состав" 0.00677277345072807 0.0032885001150975 0 0 0 0 0 0.00048227634434531 0.00630603171933955 0.00547066670594325 0
"состава" 0 0 0 0 0.00358847382208347 0 0 0.00048227634434531 0.00630603171933955 0.00589148722178504 0
"сперва" 0.0135455469014561 0.01315400046039 0.0790670092903736 0.0595592614651578 0.0287077905766677 0 0.0227004449287206 0 0 0 0
"спрашивала" 0 0 0 0 0 0 0 0.00144682903303593 0.00262751321639148 0.00841641031683577 0
"станичных" 0.00677277345072807 0.0493275017264626 0 0.0595592614651578 0.0143538952883339 0 0.00454008898574412 0 0.000525502643278296 0.00210410257920894 0
"старуху" 0 0.00657700023019501 0 0 0.00358847382208347 0 0.00454008898574412 0.00675186882083434 0.000525502643278296 0.00378738464257609 0
"стоило" 0.0338638672536404 0.00657700023019501 0 0 0.00358847382208347 0 0.00908017797148824 0.00192910537738124 0.00210201057311318 0.00420820515841788 0
"тополей" 0 0.00657700023019501 0 0 0 0 0 0.00241138172172655 0.00262751321639148 0.00673312825346861 0
"тянет" 0 0 0 0 0.0107654214662504 0 0.00454008898574412 0.0048227634434531 0.00472952378950466 0.00210410257920894 0
"увидела" 0 0 0 0 0 0 0.00454008898574412 0.00144682903303593 0.00472952378950466 0.00631230773762682 0
"ударом" 0 0 0 0 0 0 0.00908017797148824 0.00241138172172655 0.00630603171933955 0.00378738464257609 0
"умолк" 0 0 0 0 0 0 0 0.00337593441041717 0.00210201057311318 0.00673312825346861 0.00908017797148824
"утро" 0.0135455469014561 0 0 0 0 0 0 0.00626959247648903 0.00315301585966977 0.00294574361089252 0
"федор" 0 0.0032885001150975 0.0197667523225934 0 0.00358847382208347 0 0.00454008898574412 0.00144682903303593 0.00840804229245273 0.00168328206336715 0
"федотка" 0 0 0 0 0.00358847382208347 0 0 0.0120569086086327 0.000525502643278296 0.000420820515841788 0
"фигура" 0 0.0032885001150975 0.0197667523225934 0 0 0 0.0227004449287206 0.00289365806607186 0.00367851850294807 0.00294574361089252 0
"хате" 0 0 0 0 0 0 0.0181603559429765 0.00434048709910779 0.000525502643278296 0.00589148722178504 0
"хуторах" 0 0 0 0 0 0 0 0.00192910537738124 0.00262751321639148 0.00799558980099398 0
"черного" 0 0 0.0098833761612967 0.119118522930316 0 0 0 0.00337593441041717 0.00420402114622637 0.00420820515841788 0
"чертяка" 0 0 0 0 0 0 0 0.00626959247648903 0.00315301585966977 0.00378738464257609 0
"числе" 0.0135455469014561 0.0032885001150975 0.0098833761612967 0.0595592614651578 0.00358847382208347 0 0 0.00337593441041717 0.00420402114622637 0.00294574361089252 0
"явился" 0.00677277345072807 0 0 0 0 0 0 0.00626959247648903 0.00210201057311318 0.00336656412673431 0.0181603559429765
"як" 0 0 0 0 0.00358847382208347 0 0 0.00819869785387027 0.00420402114622637 0.000841641031683577 0
"алексей" 0 0 0 0 0 0 0 0 0.0126120634386791 0.00126246154752536 0
"бабам" 0 0 0.0098833761612967 0 0.0215308429325008 0 0.00454008898574412 0.00434048709910779 0.00157650792983489 0.00294574361089252 0
"бои" 0 0 0 0 0 0 0 0.00144682903303593 0.00420402114622637 0.00631230773762682 0.00908017797148824
"больших" 0 0 0 0 0.0322962643987512 0 0 0.00337593441041717 0.00262751321639148 0.00252492309505073 0
"бородой" 0 0.00986550034529251 0.0098833761612967 0.0595592614651578 0.00717694764416694 0 0.00908017797148824 0.00289365806607186 0.00420402114622637 0.00168328206336715 0
"вернется" 0 0.0032885001150975 0 0 0 0 0 0.00096455268869062 0.00420402114622637 0.00673312825346861 0
"весны" 0.0135455469014561 0 0.0098833761612967 0 0 0 0.00908017797148824 0.0048227634434531 0.00105100528655659 0.00336656412673431 0.0181603559429765
"вещи" 0 0.0493275017264626 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00210201057311318 0.00126246154752536 0
"вздохом" 0 0.00657700023019501 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00105100528655659 0.00757476928515219 0
"винтовок" 0 0 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00367851850294807 0.00631230773762682 0
"вторая" 0.0135455469014561 0 0 0 0 0 0 0.00289365806607186 0.00525502643278296 0.00378738464257609 0
"горестно" 0 0 0.0098833761612967 0 0.00358847382208347 0 0.00908017797148824 0.00385821075476248 0.00157650792983489 0.00504984619010146 0
"гражданы" 0 0 0 0 0 0 0 0.0125391849529781 0 0.000420820515841788 0
"гремячего" 0 0 0 0 0 0 0 0.0125391849529781 0.000525502643278296 0 0
"грустно" 0.00677277345072807 0 0.0296501284838901 0.0595592614651578 0.00717694764416694 0 0.00908017797148824 0.0048227634434531 0.000525502643278296 0.00294574361089252 0
"дворянсков" 0 0.0887895031076326 0 0 0 0 0 0 0 0 0
"дивизией" 0 0 0 0 0 0 0 0 0.00157650792983489 0.0100996923802029 0
"добро" 0 0 0.0098833761612967 0 0 0 0 0.00337593441041717 0.00262751321639148 0.00589148722178504 0
"должности" 0.00677277345072807 0.01315400046039 0 0 0.00358847382208347 0 0 0.00675186882083434 0.00157650792983489 0.00168328206336715 0
"донские" 0.0406366407043684 0.0032885001150975 0 0 0 0.0686813186813187 0 0.00096455268869062 0.00367851850294807 0.00420820515841788 0
"дрогнул" 0 0 0 0 0.00358847382208347 0.0686813186813187 0.00454008898574412 0.00289365806607186 0.00367851850294807 0.00462902567425967 0
"думали" 0.0474094141550965 0 0 0 0.00717694764416694 0 0 0.00241138172172655 0.00157650792983489 0.00420820515841788 0
"жалости" 0 0 0 0 0 0 0 0.00578731613214372 0.00262751321639148 0.00336656412673431 0.0181603559429765
"желая" 0.00677277345072807 0.01315400046039 0.0197667523225934 0 0 0 0 0.00241138172172655 0.00420402114622637 0.00294574361089252 0
"жестом" 0 0 0.0098833761612967 0 0.00358847382208347 0 0.00908017797148824 0.00144682903303593 0.00420402114622637 0.00504984619010146 0
"играли" 0.00677277345072807 0.00657700023019501 0 0 0.00358847382208347 0 0 0.00144682903303593 0.00367851850294807 0.00547066670594325 0
"илья" 0 0 0 0 0 0 0.00454008898574412 0.00048227634434531 0.0115610581521225 0.00126246154752536 0
"инженера" 0.17609210971893 0 0 0 0 0 0 0 0 0 0.00908017797148824
"казачество" 0 0.019731000690585 0 0 0 0.0686813186813187 0 0 0.00630603171933955 0.00336656412673431 0
"казачок" 0 0 0 0 0.0107654214662504 0 0.00454008898574412 0.00289365806607186 0.00630603171933955 0.00210410257920894 0
"капли" 0 0 0 0 0 0 0.00454008898574412 0.00434048709910779 0.00525502643278296 0.00294574361089252 0
"квартиры" 0.0406366407043684 0.0032885001150975 0 0 0 0 0 0.00289365806607186 0.00315301585966977 0.00336656412673431 0
"команды" 0 0.00657700023019501 0 0 0.0107654214662504 0 0 0 0.00893354493573103 0.00210410257920894 0
"которому" 0 0.00986550034529251 0 0 0.00717694764416694 0 0.0136202669572324 0.00241138172172655 0.00315301585966977 0.00336656412673431 0
"кругу" 0 0.0032885001150975 0.0296501284838901 0 0 0 0.00908017797148824 0.00192910537738124 0.00525502643278296 0.00294574361089252 0
"лето" 0.0135455469014561 0.00657700023019501 0 0 0 0 0.00454008898574412 0.00289365806607186 0.00525502643278296 0.00252492309505073 0
"меры" 0.00677277345072807 0 0.0098833761612967 0 0.00717694764416694 0 0.00454008898574412 0.00434048709910779 0.00472952378950466 0.00168328206336715 0
"минутку" 0.00677277345072807 0 0.0098833761612967 0 0.00717694764416694 0 0.0181603559429765 0.00434048709910779 0.00210201057311318 0.00252492309505073 0
"митрий" 0 0 0 0 0.0179423691104173 0 0 0.00048227634434531 0.00578052907606125 0.00420820515841788 0
"многое" 0 0.00657700023019501 0 0 0 0 0.00454008898574412 0.00578731613214372 0.00262751321639148 0.00294574361089252 0
"моим" 0 0.01315400046039 0.0098833761612967 0.0595592614651578 0 0 0.00454008898574412 0.00337593441041717 0.00157650792983489 0.00336656412673431 0.0181603559429765
"муки" 0.0203183203521842 0.0032885001150975 0 0 0.00358847382208347 0 0 0.0048227634434531 0.00367851850294807 0.00168328206336715 0.00908017797148824
"нагульнову" 0 0 0 0 0 0 0 0.0130214612973234 0 0 0
"напряжения" 0 0 0 0 0.00358847382208347 0 0.00908017797148824 0.00289365806607186 0.00525502643278296 0.00336656412673431 0
"неудобно" 0.00677277345072807 0 0.0098833761612967 0 0 0 0 0.00578731613214372 0.00157650792983489 0.00336656412673431 0.0181603559429765
"носа" 0 0.0032885001150975 0 0 0.00717694764416694 0 0.00454008898574412 0.00385821075476248 0.00420402114622637 0.00294574361089252 0
"носить" 0 0 0 0 0.00358847382208347 0 0.00454008898574412 0.00385821075476248 0.00210201057311318 0.00504984619010146 0.00908017797148824
"ночами" 0.00677277345072807 0 0 0 0 0 0 0.00337593441041717 0.00472952378950466 0.00420820515841788 0
"одетый" 0 0 0 0 0 0 0 0.00241138172172655 0.00472952378950466 0.00547066670594325 0
"одновременно" 0 0.0032885001150975 0 0 0.00717694764416694 0 0.00454008898574412 0.0048227634434531 0.00157650792983489 0.00420820515841788 0
"оружия" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.00192910537738124 0.00578052907606125 0.00336656412673431 0.0181603559429765
"осень" 0.00677277345072807 0 0 0 0 0 0.00454008898574412 0.00434048709910779 0.00367851850294807 0.00378738464257609 0
"петроград" 0.00677277345072807 0 0 0 0 0 0 0 0.0131375660819574 0.000420820515841788 0
"плеть" 0 0.0032885001150975 0 0 0.00717694764416694 0 0 0.00241138172172655 0.00315301585966977 0.00547066670594325 0
"подходил" 0 0 0 0 0.00358847382208347 0 0 0.00385821075476248 0.00420402114622637 0.00420820515841788 0
"поздоровался" 0 0 0 0 0 0 0 0.00385821075476248 0.00262751321639148 0.00589148722178504 0
"полную" 0 0.00657700023019501 0.0098833761612967 0 0 0 0 0.00723414516517965 0.00315301585966977 0.000841641031683577 0.00908017797148824
"помахивая" 0 0 0 0 0.00717694764416694 0 0 0.00048227634434531 0.00735703700589614 0.00420820515841788 0
"помимо" 0 0.0032885001150975 0 0 0.0107654214662504 0 0.00454008898574412 0.00434048709910779 0.00420402114622637 0.00210410257920894 0
"походным" 0 0 0 0 0.00358847382208347 0 0 0.00048227634434531 0.00945904757900932 0.00210410257920894 0.0181603559429765
"похожий" 0 0.00657700023019501 0.0098833761612967 0 0 0 0.0181603559429765 0.00337593441041717 0.00420402114622637 0.00210410257920894 0
"привел" 0 0 0 0 0 0 0 0.00578731613214372 0.00420402114622637 0.00294574361089252 0
"приезжий" 0 0 0 0 0 0 0 0.0110923559199421 0.00157650792983489 0 0.00908017797148824
"приподнял" 0 0 0 0 0 0 0.00454008898574412 0.00241138172172655 0.00525502643278296 0.00378738464257609 0.0181603559429765
"простой" 0.00677277345072807 0 0 0 0.0143538952883339 0 0 0.00434048709910779 0.00525502643278296 0.00126246154752536 0
"разбудил" 0 0 0 0 0 0 0 0.00530503978779841 0.00262751321639148 0.00462902567425967 0
"разговору" 0 0.00986550034529251 0 0 0.00717694764416694 0 0.00908017797148824 0.00241138172172655 0.00210201057311318 0.00462902567425967 0
"родная" 0 0.0164425005754875 0.0098833761612967 0.0595592614651578 0.00358847382208347 0 0 0.00337593441041717 0.00262751321639148 0.00294574361089252 0
"румянец" 0 0 0 0 0 0 0 0.00241138172172655 0.00367851850294807 0.00631230773762682 0
"румянцем" 0.0135455469014561 0 0.0098833761612967 0 0 0 0 0.00385821075476248 0.00525502643278296 0.00252492309505073 0
"рыбу" 0 0.00657700023019501 0.0691836331290769 0 0 0 0 0.00096455268869062 0.00578052907606125 0.00210410257920894 0
"сад" 0.0677277345072807 0.00986550034529251 0 0 0 0 0.00454008898574412 0.00144682903303593 0.00262751321639148 0.00210410257920894 0
"сели" 0 0.0032885001150975 0.0098833761612967 0 0.0107654214662504 0 0 0.00289365806607186 0.00210201057311318 0.00420820515841788 0.0181603559429765
"сенцах" 0 0 0 0 0 0 0 0.00289365806607186 0.00420402114622637 0.00547066670594325 0
"синие" 0 0.00657700023019501 0.0197667523225934 0 0 0 0 0.00434048709910779 0.00525502643278296 0.00168328206336715 0
"сноха" 0 0 0 0 0 0 0 0.00530503978779841 0.00578052907606125 0.00210410257920894 0
"спешил" 0 0 0 0 0 0 0.0136202669572324 0.00048227634434531 0.00315301585966977 0.0071539487693104 0
"стукнул" 0 0 0.0098833761612967 0 0.00717694764416694 0 0.0181603559429765 0.00530503978779841 0.00315301585966977 0.000841641031683577 0.00908017797148824
"судя" 0 0 0.0098833761612967 0 0 0 0 0.00530503978779841 0.00210201057311318 0.00420820515841788 0.00908017797148824
"сундука" 0 0 0 0 0.00358847382208347 0 0 0.00289365806607186 0.00472952378950466 0.00462902567425967 0
"сундуке" 0 0 0 0 0.00717694764416694 0 0 0.00289365806607186 0.00367851850294807 0.00462902567425967 0.00908017797148824
"томилин" 0 0 0 0 0 0 0 0 0.0110355555088442 0.00252492309505073 0
"тонкой" 0 0 0.0098833761612967 0 0 0 0.0181603559429765 0.00144682903303593 0.00578052907606125 0.00336656412673431 0
"тревога" 0 0 0 0 0 0 0 0.00096455268869062 0.00472952378950466 0.00673312825346861 0
"трогай" 0 0.0032885001150975 0 0 0.00358847382208347 0 0.00454008898574412 0.00241138172172655 0.00315301585966977 0.00547066670594325 0
"удивленно" 0 0 0 0 0 0 0.0136202669572324 0.00192910537738124 0.00157650792983489 0.00673312825346861 0.00908017797148824
"ум" 0.00677277345072807 0 0 0 0 0 0 0.0048227634434531 0.00262751321639148 0.00420820515841788 0.00908017797148824
"фигуру" 0 0 0.0296501284838901 0 0.00717694764416694 0 0.00908017797148824 0.00289365806607186 0.00420402114622637 0.00252492309505073 0
"хмурясь" 0 0 0 0 0 0 0.00454008898574412 0.00289365806607186 0.00683153436261784 0.00294574361089252 0
"ход" 0.00677277345072807 0.0032885001150975 0 0 0.00358847382208347 0 0 0.00289365806607186 0.00630603171933955 0.00210410257920894 0.00908017797148824
"хохот" 0 0 0.0098833761612967 0 0.00358847382208347 0 0 0.00626959247648903 0.00210201057311318 0.00336656412673431 0
"школе" 0 0 0 0 0.00358847382208347 0 0 0.0106100795755968 0 0.00168328206336715 0
"шляху" 0 0 0 0 0 0 0 0.00241138172172655 0.00262751321639148 0.0071539487693104 0
"щек" 0 0 0 0 0 0 0 0.00289365806607186 0.00735703700589614 0.00294574361089252 0
"яру" 0.00677277345072807 0 0.0098833761612967 0 0 0 0.00454008898574412 0.00337593441041717 0.00210201057311318 0.00547066670594325 0
"арбу" 0 0.0032885001150975 0 0 0 0 0.0227004449287206 0.0048227634434531 0.00105100528655659 0.00336656412673431 0
"безнадежно" 0.00677277345072807 0.00657700023019501 0 0 0.0143538952883339 0 0.0227004449287206 0.00337593441041717 0.00210201057311318 0.00126246154752536 0
"белое" 0 0 0.0395335046451868 0 0.00717694764416694 0 0.00908017797148824 0.00241138172172655 0.00262751321639148 0.00336656412673431 0
"бледнея" 0 0 0 0 0 0 0 0.00096455268869062 0.00525502643278296 0.00589148722178504 0
"блеск" 0 0.0032885001150975 0.0098833761612967 0 0.00358847382208347 0 0.00454008898574412 0.00192910537738124 0.00525502643278296 0.00336656412673431 0
"будучи" 0 0.00657700023019501 0 0 0 0 0 0.00530503978779841 0.00157650792983489 0.00420820515841788 0
"бьют" 0.00677277345072807 0 0 0 0.00358847382208347 0 0.0136202669572324 0.00385821075476248 0.00210201057311318 0.00294574361089252 0.0181603559429765
"вербы" 0 0.00657700023019501 0.0494168808064835 0 0.0107654214662504 0 0.00908017797148824 0.00144682903303593 0.00315301585966977 0.00210410257920894 0
"весьма" 0.0135455469014561 0.0295965010358775 0 0 0.00717694764416694 0 0 0.00241138172172655 0.00262751321639148 0.00126246154752536 0
"видели" 0.00677277345072807 0.0032885001150975 0 0 0.00358847382208347 0 0 0.00337593441041717 0.00420402114622637 0.00294574361089252 0.00908017797148824
"владимир" 0.0338638672536404 0 0 0 0 0 0 0 0.0110355555088442 0 0
"вовремя" 0 0 0 0 0.00358847382208347 0 0 0.00675186882083434 0.00210201057311318 0.00252492309505073 0.00908017797148824
"водарский" 0.17609210971893 0 0 0 0 0 0 0 0 0 0
"возразил" 0 0.00657700023019501 0.0197667523225934 0 0.00358847382208347 0 0.0454008898574412 0.00385821075476248 0.000525502643278296 0.000841641031683577 0
"воскресенье" 0 0 0 0 0.00358847382208347 0 0.00454008898574412 0.00578731613214372 0.00525502643278296 0.000841641031683577 0
"вскорости" 0 0 0 0 0 0 0 0.0048227634434531 0.00157650792983489 0.00378738464257609 0.036320711885953
"всякой" 0 0.00986550034529251 0.0197667523225934 0 0.0107654214662504 0 0.00454008898574412 0.00434048709910779 0.00157650792983489 0.00210410257920894 0
"выпрямился" 0 0 0 0 0 0 0.00454008898574412 0.00578731613214372 0.00315301585966977 0.00294574361089252 0
