Source,Target,Type,Id,Label,timeset,Weight,expected collocate frequency,no.,observed collocate frequency,total no. in whole corpus,in no. of texts
darrels,mean,Directed,852,,,7.936,0.447,23,7,492575,1
darrels,according,Directed,853,,,6.976,0.446,24,5,490765,1
darrels,come,Directed,854,,,6.412,1.842,25,17,2027886,1
darrels,before,Directed,855,,,5.6,1.292,26,9,1422355,1
crafts-man,cunning,Directed,856,,,38.192001,0.009,2,4,29208,3
lapidary,jeweller,Directed,857,,,30.035999,0,1,5,676,2
lapidary,expert,Directed,858,,,20.875999,0.002,2,3,9633,3
lapidary,cunning,Directed,859,,,20.120001,0.007,3,7,29208,7
workm,shyp,Directed,860,,,28.212,0,1,3,344,2
workm,ly,Directed,861,,,19.584,0.003,2,3,6782,2
workm,ship,Directed,862,,,17.388,0.08,3,33,159690,30
workm,cunning,Directed,863,,,15.37,0.015,4,3,29208,3
workm,s,Directed,864,,,10.966,0.067,5,3,134403,3
workm,worthy,Directed,865,,,10.228,0.087,6,3,173594,3
workm,pay,Directed,866,,,9.988,0.094,7,3,188623,3
sleight,guileful,Directed,867,,,22.006001,0.002,1,3,637,2
sleight,subtilty,Directed,868,,,42.888,0.013,3,26,2430,19
sleight,wily,Directed,869,,,38.363998,0.012,9,5,2174,4
sleight,juggle,Directed,870,,,41.66,0.011,5,17,2102,15
sleight,slipper,Directed,871,,,20.048,0.003,5,3,1253,3
sleight,sathan,Directed,872,,,34.988001,0.014,15,3,2552,2
sleight,wile,Directed,873,,,37.042,0.024,7,11,4332,10
sleight,subtle,Directed,874,,,34.486,0.201,11,55,36916,37
sleight,crafty,Directed,875,,,34.047998,0.071,13,19,13089,16
sleight,illusion,Directed,876,,,17.667999,0.009,10,4,3805,4
sleight,cunning,Directed,877,,,34.283998,0.159,8,70,29208,57
sleight,shift,Directed,878,,,29.598,0.148,22,22,27210,17
sleight,policy,Directed,879,,,25.858001,0.251,40,11,46283,10
sleight,conveyance,Directed,880,,,29.377999,0.043,20,7,7975,4
sleight,dissimulation,Directed,881,,,14.438,0.02,15,3,8734,3
sleight,devise,Directed,882,,,27.243999,0.318,29,27,58514,25
sleight,beguile,Directed,883,,,14.15,0.022,17,3,9656,3
sleight,engine,Directed,884,,,13.83,0.025,18,3,10785,3
sleight,satan,Directed,885,,,27.13,0.607,26,61,111688,44
sleight,deceit,Directed,886,,,27.802,0.157,24,20,28922,19
sleight,espy,Directed,887,,,13.518,0.037,21,4,16025,4
sleight,subtlety,Directed,888,,,25.332001,0.081,32,6,14878,6
sleight,invent,Directed,889,,,11.734,0.069,23,4,29734,3
sleight,practise,Directed,890,,,11.612,0.304,24,17,131757,15
sleight,sundry,Directed,891,,,11.448,0.151,25,8,65663,8
sleight,snare,Directed,892,,,21.332,0.148,46,5,27157,5
sleight,pretty,Directed,893,,,21.245999,0.164,43,6,30202,6
sleight,deceive,Directed,894,,,9.36,0.234,29,6,101541,6
sleight,thousand,Directed,895,,,9.086,0.558,30,13,241793,13
sleight,devil,Directed,896,,,8.762,0.576,31,12,249735,10
sleight,secret,Directed,897,,,8.634,0.301,32,6,130561,6
sleight,seek,Directed,898,,,6.778,0.668,33,7,289763,7
sleight,new,Directed,899,,,6.546,1.034,34,10,448605,9
sleight,many,Directed,900,,,5.628,3.129,35,22,1357014,21
sleight,use,Directed,901,,,5.576,2.171,36,15,941728,15
sleight,these,Directed,902,,,3.61,4.579,39,16,1985971,14
sleight,all,Directed,903,,,2.638,13.626,42,34,5909664,31
phisicion,iohanne,Directed,904,,,17.681999,0.007,1,3,2740,1
phisicion,expert,Directed,905,,,16.052,0.023,2,6,9633,5
phisicion,surgeon,Directed,906,,,15.396,0.034,3,7,14106,5
phisicion,skilful,Directed,907,,,14.254,0.043,4,6,17962,4
phisicion,cunning,Directed,908,,,13.296,0.07,5,7,29208,7
phisicion,heal,Directed,909,,,12.338,0.125,6,9,52328,9
phisicion,galen,Directed,910,,,12.332,0.042,7,3,17482,2
phisicion,patient,Directed,911,,,11.076,0.129,8,6,54012,6
phisicion,medicine,Directed,912,,,10.178,0.147,9,5,61445,5
phisicion,disease,Directed,913,,,9.374,0.311,10,8,129921,7
phisicion,cure,Directed,914,,,8.362,0.331,11,6,138395,6
phisicion,noble,Directed,915,,,8.27,0.398,12,7,166617,6
phisicion,excellent,Directed,916,,,8.026,0.372,13,6,155496,6
phisicion,wise,Directed,917,,,7.268,0.644,14,8,269485,7
phisicion,art,Directed,918,,,6.076,0.852,15,7,356397,5
phisicion,certain,Directed,919,,,5.96,0.887,16,7,371153,4
phisicion,among,Directed,920,,,5.896,0.907,17,7,379513,5
phisicion,hand,Directed,921,,,5.042,1.917,18,11,801770,10
phisicion,good,Directed,922,,,3.982,5.032,19,20,2105073,14
artificer,handicrafte,Directed,923,,,28.034,0.001,1,7,76,7
artificer,artificers.,Directed,924,,,26.822001,0,2,3,48,3
artificer,victualer,Directed,925,,,24.982,0.001,3,5,147,2
artificer,craftesman,Directed,926,,,24.804001,0.001,4,5,156,5
artificer,enginer,Directed,927,,,23.632,0.001,5,3,139,2
artificer,handicraft,Directed,928,,,20.414,0.003,6,4,557,4
artificer,apprentise,Directed,929,,,20.392,0.003,7,3,421,3
artificer,laborer,Directed,930,,,20.296,0.003,8,3,435,1
artificer,craftsman,Directed,931,,,20.186001,0.003,9,3,452,3
artificer,couper,Directed,932,,,19.997999,0.003,10,3,482,1
artificer,conning,Directed,933,,,19.848,0.004,11,4,677,4
artificer,ploughman,Directed,934,,,19.77,0.005,12,5,869,5
artificer,trades-man,Directed,935,,,19.412001,0.004,13,3,590,3
artificer,labourer,Directed,936,,,19.226,0.046,14,36,7550,24
artificer,husbandman,Directed,937,,,18.52,0.057,15,35,9364,23
artificer,intermeddle,Directed,938,,,18.392,0.005,16,3,839,3
artificer,mechanical,Directed,939,,,17.572001,0.02,17,9,3341,7
artificer,workman,Directed,940,,,17.525999,0.069,18,30,11315,22
artificer,cunning,Directed,941,,,16.483999,0.179,19,54,29208,44
artificer,labourers,Directed,942,,,16.158001,0.022,20,6,3632,5
artificer,handy,Directed,943,,,16.011999,0.012,21,3,1910,3
artificer,artificer,Directed,944,,,15.98,0.039,22,10,6439,5
artificer,tailor,Directed,945,,,15.824,0.017,23,4,2719,4
artificer,expert,Directed,946,,,15.788,0.059,24,14,9633,13
artificer,husbandmen,Directed,947,,,15.716,0.013,25,3,2117,2
artificer,mercenary,Directed,948,,,15.322,0.035,26,7,5658,3
artificer,tool,Directed,949,,,14.68,0.043,27,7,7066,7
artificer,architect,Directed,950,,,14.628,0.019,28,3,3084,3
artificer,carpenter,Directed,951,,,14.474,0.04,29,6,6506,6
artificer,merchant,Directed,952,,,14.274,0.37,30,52,60436,36
artificer,craft,Directed,953,,,13.876,0.106,31,13,17341,13
artificer,skilful,Directed,954,,,13.774,0.11,32,13,17962,9
artificer,cutting,Directed,955,,,13.602,0.054,33,6,8801,1
artificer,tradesman,Directed,956,,,13.402,0.029,34,3,4714,1
artificer,occupation,Directed,957,,,12.782,0.036,35,3,5847,2
artificer,leather,Directed,958,,,12.568,0.051,36,4,8395,2
artificer,shop,Directed,959,,,11.61,0.125,37,7,20466,6
artificer,mariner,Directed,960,,,11.246,0.102,38,5,16587,5
artificer,mon,Directed,961,,,10.898,0.115,39,5,18711,5
artificer,pore,Directed,962,,,10.63,0.101,40,4,16422,2
artificer,occupy,Directed,963,,,10.616,0.101,41,4,16501,3
artificer,base,Directed,964,,,9.896,0.421,42,13,68866,11
artificer,science,Directed,965,,,9.79,0.168,43,5,27460,4
artificer,commonly,Directed,966,,,8.654,0.598,44,12,97752,11
artificer,excellent,Directed,967,,,8.318,0.951,45,17,155496,16
artificer,sundry,Directed,968,,,8.246,0.402,46,7,65663,7
artificer,poor,Directed,969,,,8.048,1.967,47,32,321454,26
artificer,trade,Directed,970,,,7.71,0.484,48,7,79070,7
artificer,honest,Directed,971,,,7.484,0.523,49,7,85522,7
artificer,divers,Directed,972,,,6.894,1.101,50,12,179852,11
skilfull,cunning,Directed,973,,,16.278,0.011,1,3,29208,3
skilfull,best,Directed,974,,,12.694,0.037,2,3,101138,2
skilfull,wise,Directed,975,,,11.34,0.098,3,5,269485,5
skilfull,soldier,Directed,976,,,11.196,0.062,4,3,169954,3
skilfull,art,Directed,977,,,9.06,0.13,5,3,356397,3
skilfull,most,Directed,978,,,8.54,0.466,6,9,1280289,9
workman,laborer,Directed,979,,,22.014,0.004,1,8,434,3
workman,artificers,Directed,980,,,18.294001,0.041,2,23,4466,16
workman,conning,Directed,981,,,17.738001,0.013,3,6,1412,6
workman,labourers,Directed,982,,,34.27,0.009,1,3,142,2
workman,hyre,Directed,983,,,17.162001,0.013,5,5,1435,5
workman,cunning,Directed,984,,,31.243999,0.02,3,3,314,2
workman,artificer,Directed,985,,,16.48,0.027,7,8,2907,8
workman,overseer,Directed,986,,,16.004,0.02,8,5,2142,4
workman,apprentices,Directed,987,,,15.582,0.023,9,5,2479,5
workman,carpenters,Directed,988,,,15.578,0.027,10,6,2977,6
workman,skilful,Directed,989,,,15.398,0.164,11,34,17962,33
workman,occupation,Directed,990,,,14.808,0.041,12,7,4536,5
workman,labourer,Directed,991,,,14.804,0.03,13,5,3244,5
workman,hired,Directed,992,,,14.486,0.086,14,13,9416,11
workman,harvest,Directed,993,,,14.016,0.171,15,22,18752,17
workman,hire,Directed,994,,,13.928,0.08,16,10,8785,9
workman,tools,Directed,995,,,13.736,0.043,17,5,4694,5
workman,expert,Directed,996,,,13.362,0.088,18,9,9616,8
workman,deceitful,Directed,997,,,12.928,0.159,19,14,17392,12
workman,vineyard,Directed,998,,,12.592,0.115,20,9,12554,9
workman,wages,Directed,999,,,11.972,0.189,21,12,20748,12
workman,artificial,Directed,1000,,,11.334,0.138,22,7,15095,7
workman,skill,Directed,1001,,,10.378,0.411,23,15,45072,12
workman,worthy,Directed,1002,,,10.222,1.534,24,53,168026,42
workman,excellent,Directed,1003,,,9.846,1.418,25,43,155285,34
workman,build,Directed,1004,,,9.822,0.432,26,13,47348,11
workman,curious,Directed,1005,,,21.618,0.043,4,3,697,2
workman,wrought,Directed,1006,,,8.92,0.818,28,18,89617,17
workman,send,Directed,1007,,,8.648,1.099,29,22,120341,16
workman,beware,Directed,1008,,,8.564,0.257,30,5,28157,3
workman,singular,Directed,1009,,,7.936,0.511,31,8,56003,7
workman,fine,Directed,1010,,,7.766,0.881,32,13,96522,11
workman,instruments,Directed,1011,,,7.396,0.462,33,6,50653,5
workman,abide,Directed,1012,,,7.2,0.495,34,6,54229,6
workman,chief,Directed,1013,,,7.196,1.651,35,20,180904,19
workman,master,Directed,1014,,,7.168,2.085,36,25,228418,24
workman,built,Directed,1015,,,6.66,0.795,37,8,87141,8
workman,work,Directed,1016,,,6.654,3.885,38,39,425644,31
workman,servant,Directed,1017,,,6.49,1.16,39,11,127075,7
workman,needs,Directed,1018,,,6.486,1.374,40,13,150472,13
workman,labour,Directed,1019,,,6.47,1.38,41,13,151222,12
workman,faithful,Directed,1020,,,6.322,1.453,42,13,159195,12
workman,number,Directed,1021,,,13.61,0.328,8,5,5254,4
workman,Servants,Directed,1022,,,5.738,1.369,44,10,149996,9
workman,hand,Directed,1023,,,5.4,4.308,45,28,471988,26
workman,few,Directed,1024,,,5.19,1.82,46,11,199429,10
workman,sent,Directed,1025,,,4.478,3.178,47,15,348162,15
workman,forth,Directed,1026,,,4.186,3.75,48,16,410791,11
workman,set,Directed,1027,,,3.902,5.432,49,21,595126,18
workman,whose,Directed,1028,,,3.806,4.279,50,16,468798,16
expert,swymmer,Directed,1029,,,32.330002,0,1,4,9,2
expert,archers.,Directed,1030,,,26.51,0.001,2,5,52,2
expert,nauigator,Directed,1031,,,24.582001,0.001,3,3,58,1
expert,conninge,Directed,1032,,,23.99,0.001,4,4,94,4
expert,diuinour,Directed,1033,,,23.969999,0.001,5,3,71,1
expert,chyrurgiane,Directed,1034,,,22.441999,0.002,6,4,158,1
expert,skylfull,Directed,1035,,,21.906,0.002,7,3,142,3
expert,canibale,Directed,1036,,,21.082001,0.002,8,3,188,2
expert,lapidary,Directed,1037,,,19.648001,0.003,9,3,307,3
expert,chiefetaine,Directed,1038,,,19.535999,0.004,10,3,319,1
expert,phisicion,Directed,1039,,,19.086,0.008,11,6,745,5
expert,toungue,Directed,1040,,,18.974001,0.004,12,3,387,3
expert,warrefare,Directed,1042,,,18.827999,0.004,14,3,407,2
expert,skilful,Directed,1043,,,17.802,0.196,15,93,17962,60
expert,preue,Directed,1044,,,17.653999,0.009,16,4,813,2
expert,archer,Directed,1046,,,17.408001,0.048,18,20,4425,8
expert,pilot,Directed,1047,,,17.306,0.07,19,28,6420,20
expert,enchanter,Directed,1048,,,16.848,0.012,20,4,1074,2
expert,souldiar,Directed,1049,,,16.299999,0.011,21,3,973,1
expert,pilots,Directed,1050,,,16.243999,0.018,22,5,1654,4
expert,sailor,Directed,1052,,,15.96,0.016,24,4,1459,4
expert,swimming,Directed,1054,,,15.372,0.024,26,5,2236,4
expert,artificer,Directed,1055,,,15.29,0.07,27,14,6439,13
expert,shooting,Directed,1056,,,15.09,0.027,28,5,2465,4
expert,andreas,Directed,1057,,,15.026,0.027,29,5,2519,3
expert,mathematicians,Directed,1058,,,14.848,0.018,30,3,1608,3
expert,surgeon,Directed,1059,,,14.7,0.154,31,25,14106,21
expert,navigation,Directed,1063,,,13.542,0.092,35,10,8423,8
expert,mariner,Directed,1064,,,13.438,0.181,36,19,16587,17
expert,magic,Directed,1065,,,13.336,0.079,37,8,7234,8
expert,astronomers,Directed,1066,,,13.296,0.03,38,3,2751,3
expert,warfare,Directed,1067,,,12.958,0.079,39,7,7216,5
expert,curates,Directed,1068,,,12.792,0.036,40,3,3276,3
expert,husbandman,Directed,1070,,,12.592,0.102,42,8,9364,8
expert,archers,Directed,1073,,,12.44,0.04,45,3,3701,2
expert,workman,Directed,1074,,,12.384,0.123,46,9,11315,8
expert,greke,Directed,1075,,,12.34,0.042,47,3,3830,3
expert,captains,Directed,1077,,,12.234,0.303,49,21,27819,16
expert,charming,Directed,1078,,,12.184,0.073,50,5,6739,5
apelles,apel,Directed,1079,,,31.450001,0,1,9,173,2
apelles,apelle,Directed,1080,,,23.476,0.002,2,5,1450,5
apelles,portraye,Directed,1081,,,22.914,0.001,3,3,1056,3
apelles,pencil,Directed,1082,,,21.32,0.003,4,5,3055,5
apelles,painter,Directed,1083,,,21.143999,0.007,5,11,7145,10
apelles,alex,Directed,1084,,,18.43,0.008,6,5,8312,2
apelles,paint,Directed,1085,,,17.084,0.027,7,10,26494,9
apelles,cunning,Directed,1086,,,15.772,0.03,8,7,29208,5
apelles,venus,Directed,1087,,,15.562,0.027,9,6,26929,5
apelles,salute,Directed,1088,,,14.962,0.022,10,4,22101,4
apelles,camp,Directed,1089,,,12.876,0.046,11,4,45527,2
apelles,picture,Directed,1090,,,12.59,0.038,12,3,37714,3
apelles,colour,Directed,1091,,,11.11,0.149,13,7,146940,7
apelles,alexander,Directed,1092,,,11.062,0.065,14,3,64028,2
apelles,approve,Directed,1093,,,10.844,0.07,15,3,69086,3
apelles,excellent,Directed,1094,,,10.502,0.158,16,6,155496,5
apelles,none,Directed,1095,,,7.896,0.389,17,6,383836,6
apelles,love,Directed,1096,,,5.968,1.011,18,8,997929,2
necromancer,conjurer,Directed,1097,,,25.614,0.001,1,7,2067,7
necromancer,sorcerer,Directed,1098,,,25.134001,0.002,2,12,4183,10
necromancer,cunning,Directed,1099,,,16.348,0.014,3,4,29208,3
necromancer,notable,Directed,1100,,,14.55,0.019,4,3,40855,3
necromancer,manifest,Directed,1101,,,11.01,0.066,5,3,139295,3
necromancer,likewise,Directed,1102,,,9.744,0.102,6,3,216007,2
necromancer,master,Directed,1103,,,9.272,0.121,7,3,254556,1
necromancer,great,Directed,1104,,,5.784,1.077,8,8,2272481,6
knack,budget,Directed,1105,,,25.038,0.001,1,4,789,3
knack,knavish,Directed,1106,,,23.816,0.001,2,3,902,3
knack,knavery,Directed,1107,,,21.743999,0.003,3,5,3078,5
knack,trim,Directed,1108,,,17.372,0.007,4,3,8391,3
knack,nut,Directed,1109,,,17.252001,0.008,5,3,8745,3
knack,cunning,Directed,1110,,,17.246,0.025,6,10,29208,6
knack,pretty,Directed,1111,,,15.676,0.026,7,6,30202,5
knack,trick,Directed,1112,,,15.228,0.015,8,3,17640,3
knack,fine,Directed,1113,,,12.17,0.103,9,7,118792,7
knack,know,Directed,1114,,,8.022,1.178,10,19,1356845,9
knack,new,Directed,1115,,,7.89,0.39,11,6,448605,5
knack,use,Directed,1116,,,6.92,0.818,12,9,941728,6
knack,such,Directed,1117,,,5.666,1.965,13,14,2262223,11
cunning,m'faith,Directed,1118,,,33.75,0,1,3,3,3
cunning,motists,Directed,1119,,,31.75,0,2,3,4,1
cunning,withername,Directed,1120,,,28.58,0,3,3,6,3
cunning,arch-theefe,Directed,1121,,,28.58,0,4,3,6,3
cunning,pisse-prophet,Directed,1122,,,24.58,0.001,5,4,20,1
cunning,crastie,Directed,1123,,,21.796,0.002,6,4,46,4
cunning,circumuention,Directed,1124,,,21.662001,0.002,7,3,36,3
cunning,seamster,Directed,1125,,,21.332001,0.002,8,3,40,3
cunning,craftsmaster,Directed,1126,,,21.332001,0.002,9,3,40,3
cunning,imageur,Directed,1127,,,19.936001,0.004,10,4,84,1
cunning,craftiness,Directed,1128,,,43.401999,0.101,3,302,1554,230
cunning,alcumist,Directed,1129,,,19.106001,0.004,12,3,83,2
cunning,equiuocation,Directed,1130,,,18.806,0.008,13,5,153,5
cunning,humanist,Directed,1132,,,36.530001,0.012,17,6,177,4
cunning,horse-courser,Directed,1135,,,16.882,0.009,18,3,176,3
cunning,poysoner,Directed,1136,,,16.816,0.009,19,3,180,3
cunning,arithmetician,Directed,1137,,,16.742001,0.012,20,4,246,4
cunning,swimmer,Directed,1138,,,16.664,0.019,21,6,379,6
cunning,phisici,Directed,1139,,,16.58,0.01,22,3,195,3
cunning,artisan,Directed,1140,,,16.469999,0.02,23,6,405,5
cunning,jesuiticall,Directed,1141,,,16.455999,0.02,24,6,407,6
cunning,worke-man,Directed,1142,,,16.341999,0.014,25,4,282,4
cunning,artisans,Directed,1143,,,16.308001,0.032,26,9,642,9
cunning,sophister,Directed,1144,,,34.734001,0.126,12,75,1938,68
cunning,gloze,Directed,1145,,,16.167999,0.022,28,6,449,6
cunning,craftsman,Directed,1146,,,16.148001,0.023,29,6,452,6
cunning,craftine,Directed,1147,,,32.809999,0.015,27,5,235,4
cunning,underminer,Directed,1148,,,15.974,0.02,31,5,400,4
cunning,cutpurse,Directed,1151,,,15.84,0.017,34,4,335,4
cunning,defeating,Directed,1153,,,15.75,0.013,36,3,259,2
cunning,dissembler,Directed,1156,,,15.404,0.121,39,25,2431,23
cunning,alchemist,Directed,1158,,,15.316,0.025,41,5,501,5
cunning,wisard,Directed,1159,,,15.292,0.02,42,4,404,4
cunning,undermining,Directed,1160,,,15.292,0.05,43,10,1010,10
cunning,fowler,Directed,1161,,,15.246,0.169,44,33,3388,31
cunning,hunter,Directed,1163,,,15.136,0.319,46,60,6397,34
cunning,juggler,Directed,1164,,,15.094,0.108,47,20,2162,19
cunning,angler,Directed,1165,,,32.644,0.063,20,27,975,26
cunning,packing,Directed,1166,,,15.004,0.033,49,6,669,6
cunning,conveyance,Directed,1167,,,14.814,0.398,50,67,7975,48
m'faith,mer,Directed,1168,,,30.374001,0,1,3,5375,3
m'faith,cunning,Directed,1169,,,25.488001,0,2,3,29208,3
motists,cunning,Directed,1170,,,24.658001,0.001,1,3,29208,1
withername,cunning,Directed,1171,,,48.146002,0.001,1,3,29208,3
withername,man,Directed,1173,,,9.312,0.119,3,3,3973824,3
arch-theefe,cunning,Directed,1174,,,23.488001,0.001,1,3,29208,3
arch-theefe,play,Directed,1175,,,19.941999,0.003,2,3,99832,3
arch-theefe,third,Directed,1176,,,17.378,0.007,3,3,242711,3
pisse-prophet,cunning,Directed,1177,,,22.57,0.002,1,4,29208,1
crastie,cunning,Directed,1178,,,20.57,0.003,1,4,29208,4
crastie,subtle,Directed,1179,,,20.538,0.004,2,5,36916,5
circumuention,fraudulent,Directed,1180,,,25.704,0,1,3,3390,3
circumuention,adversaries,Directed,1181,,,20.17,0.003,2,3,23063,3
circumuention,cunning,Directed,1182,,,19.488001,0.004,3,3,29208,3
circumuention,without,Directed,1183,,,9.046,0.131,4,3,1089712,3
seamster,cunning,Directed,1184,,,23.488001,0.001,1,3,29208,3
seamster,send,Directed,1185,,,15.14,0.016,2,3,527064,3
seamster,very,Directed,1186,,,12.828,0.035,3,3,1175292,3
craftsmaster,cunning,Directed,1187,,,19.370001,0.004,1,3,29208,3
craftsmaster,be,Directed,1188,,,3.466,4.813,4,16,38576985,15
imageur,founder,Directed,1189,,,21.337999,0.004,1,7,10264,1
imageur,brass,Directed,1190,,,20.268,0.01,2,11,23368,1
imageur,delighted,Directed,1191,,,20.209999,0.004,3,4,8667,1
imageur,marble,Directed,1192,,,18.344,0.007,4,4,16540,1
imageur,famous,Directed,1193,,,17.982,0.037,5,19,89105,1
imageur,cunning,Directed,1194,,,16.704,0.012,6,4,29208,1
imageur,excellent,Directed,1195,,,16.374001,0.065,7,19,155496,1
imageur,singular,Directed,1196,,,15.454,0.024,8,5,56310,1
imageur,g.,Directed,1197,,,14.242,0.022,9,3,51419,1
imageur,grave,Directed,1198,,,14.082,0.038,10,5,90601,1
imageur,fine,Directed,1199,,,13.3,0.05,11,5,118792,1
imageur,represent,Directed,1200,,,12.78,0.036,12,3,85327,1
imageur,works,Directed,1201,,,9.55,0.11,13,3,261417,1
craftiness,cunning,Directed,1202,,,42.995998,0.137,3,305,29208,231
craftiness,wily,Directed,1203,,,20.642,0.004,2,5,2174,5
craftiness,subtlety,Directed,1204,,,34.816,0.07,7,27,14878,23
craftiness,handle,Directed,1205,,,32.176001,0.214,11,47,45641,43
craftiness,guile,Directed,1206,,,15.844,0.012,5,3,6868,2
craftiness,deceit,Directed,1207,,,30.112,0.135,14,20,28922,18
craftiness,crafty,Directed,1208,,,26.042,0.061,20,3,13089,3
craftiness,malicious,Directed,1209,,,14.27,0.043,8,6,23693,5
craftiness,whereby,Directed,1210,,,28.238,1.031,13,158,220196,136
craftiness,walk,Directed,1211,,,26.34,0.757,15,70,161647,62
craftiness,seduce,Directed,1212,,,23.672,0.08,22,3,17088,3
craftiness,subtle,Directed,1213,,,23.144,0.173,21,7,36916,7
craftiness,slight,Directed,1214,,,26.497999,0.176,12,29,37609,23
craftiness,deceive,Directed,1215,,,20.032,0.475,29,10,101541,10
craftiness,policy,Directed,1216,,,22.752,0.217,18,12,46283,7
craftiness,wise,Directed,1217,,,15.91,1.262,38,8,269485,8
craftiness,worldly,Directed,1218,,,18.436,0.296,31,5,63119,4
craftiness,own,Directed,1219,,,19.54,6.006,23,202,1282908,165
craftiness,lie,Directed,1220,,,18.248,2.025,26,55,432545,52
craftiness,satan,Directed,1221,,,8.626,0.201,20,4,111688,4
craftiness,cor.,Directed,1222,,,16.538,0.954,30,18,203716,17
craftiness,nor,Directed,1223,,,12.636,5.366,39,34,1146220,34
craftiness,devil,Directed,1224,,,13.142,1.169,36,10,249735,10
craftiness,man,Directed,1225,,,8.038,18.603,41,83,3973824,79
alcumist,cunning,Directed,1226,,,18.24,0.005,1,3,29208,2
alcumist,like,Directed,1227,,,8.608,0.203,2,4,1096956,4
equiuocation,reseruation,Directed,1228,,,31.058001,0,1,7,230,7
equiuocation,tergiuersation,Directed,1229,,,29.796,0,2,3,151,2
equiuocation,mental,Directed,1230,,,23.714001,0.003,3,11,4479,8
equiuocation,evasion,Directed,1231,,,22.018,0.003,4,7,5126,4
equiuocation,dissimulation,Directed,1232,,,18.032,0.006,5,3,8734,2
equiuocation,perjury,Directed,1233,,,17.129999,0.008,6,3,11938,3
equiuocation,supposition,Directed,1234,,,16.27,0.011,7,3,16085,1
equiuocation,cunning,Directed,1235,,,16.021999,0.019,8,5,29208,5
equiuocation,dealing,Directed,1236,,,15.594,0.018,9,4,27109,4
equiuocation,pretty,Directed,1237,,,14.452,0.02,10,3,30202,3
equiuocation,subtle,Directed,1238,,,13.872,0.025,11,3,36916,1
equiuocation,treason,Directed,1239,,,12.574,0.038,12,3,57874,3
equiuocation,lie,Directed,1240,,,10.244,0.287,14,10,432545,7
equiuocation,without,Directed,1241,,,6.55,0.723,16,7,1089712,4
sleight,legerdemaine,Directed,1242,,,28.864,0,1,3,28,3
sleight,suttlety,Directed,1243,,,24.952,0.001,2,3,100,3
sleight,legerdemain,Directed,1245,,,21.681999,0.004,4,7,710,3
sleight,juggling,Directed,1247,,,18.268,0.011,6,6,1973,6
sleight,trick,Directed,1251,,,16.774,0.096,10,32,17640,25
sleight,fraudulent,Directed,1253,,,16.176001,0.018,12,5,3390,5
sleight,circumvent,Directed,1255,,,16.024,0.012,14,3,2143,3
sleight,sophistry,Directed,1257,,,15.32,0.02,16,4,3645,4
sleight,augustinus,Directed,1258,,,14.942,0.017,17,3,3117,3
sleight,stratagem,Directed,1259,,,14.924,0.04,18,7,7321,7
sleight,supplant,Directed,1260,,,14.868,0.017,19,3,3199,3
sleight,device,Directed,1262,,,14.67,0.099,21,16,18261,15
sleight,devilish,Directed,1264,,,14.074,0.053,23,7,9820,7
sleight,deceitful,Directed,1266,,,13.454,0.094,25,10,17392,9
sleight,imposture,Directed,1268,,,12.946,0.034,27,3,6223,3
sleight,sinister,Directed,1269,,,12.842,0.035,28,3,6449,3
sleight,guile,Directed,1271,,,12.662,0.037,30,3,6868,3
sleight,slide,Directed,1272,,,12.568,0.039,31,3,7091,3
sleight,artificial,Directed,1274,,,12.384,0.082,33,6,15125,6
sleight,tentation,Directed,1275,,,12.018,0.047,34,3,8581,3
sleight,bait,Directed,1276,,,11.624,0.071,35,4,13112,4
sleight,silly,Directed,1277,,,11.58,0.09,36,5,16649,5
sleight,fraud,Directed,1278,,,11.112,0.106,37,5,19578,4
sleight,frustrate,Directed,1279,,,11.092,0.064,38,3,11828,3
sleight,amorous,Directed,1280,,,11.01,0.066,39,3,12172,3
sleight,craft,Directed,1282,,,10.818,0.094,41,4,17341,4
sleight,manifold,Directed,1283,,,10.424,0.108,42,4,19884,4
sleight,invention,Directed,1285,,,10.298,0.197,44,7,36343,7
sleight,shun,Directed,1286,,,10.252,0.115,45,4,21097,4
sleight,jesuits,Directed,1288,,,9.824,0.199,47,6,36702,4
sleight,counterfeit,Directed,1289,,,9.67,0.14,48,4,25810,4
sleight,falsehood,Directed,1290,,,9.646,0.141,49,4,26021,4
sleight,foe,Directed,1291,,,9.332,0.197,50,5,36273,5
humanist,profound,Directed,1292,,,42.190001,0.007,2,9,11870,4
humanist,cunning,Directed,1293,,,36.264,0.017,4,7,29208,4
humanist,lawyer,Directed,1294,,,17.854,0.006,3,3,25200,2
humanist,mere,Directed,1295,,,29.282001,0.047,7,8,81111,8
humanist,excellent,Directed,1296,,,25.866,0.091,8,9,155496,7
humanist,divine,Directed,1297,,,20.928,0.188,12,7,322662,7
crafts-man,crafty,Directed,1298,,,18.974001,0.004,1,3,13089,3
crafts-man,fellow,Directed,1300,,,13.96,0.024,3,3,74420,2
crafts-man,work,Directed,1301,,,10.41,0.19,4,7,594091,6
crafts-man,poor,Directed,1302,,,9.738,0.103,5,3,321454,3
fencer,sword-plaier,Directed,1303,,,35.481998,0,1,8,27,2
fencer,swashbuckler,Directed,1304,,,29.860001,0,2,3,53,3
fencer,sword-player,Directed,1305,,,28.261999,0,3,3,90,3
fencer,faine,Directed,1306,,,25.586,0,4,3,223,3
fencer,spartacus,Directed,1307,,,24.924,0.001,5,4,373,4
fencer,dancer,Directed,1308,,,19.912001,0.003,6,3,1575,3
