Source,Target,Type,Id,Label,timeset,Weight,expected collocate frequency,no.,observed collocate frequency,total no. in whole corpus,in no. of texts
man,all,Directed,2693,,,1.177,88.482,49,200,5909664,118
man,other,Directed,2692,,,1.256,41.454,48,99,2768664,71
man,shall,Directed,2691,,,1.273,39.311,47,95,2625548,59
man,many,Directed,2690,,,1.299,20.318,46,50,1357014,43
man,than,Directed,2689,,,1.354,14.086,44,36,940804,31
man,unto,Directed,2688,,,1.433,28.153,43,76,1880307,49
man,should,Directed,2687,,,1.609,28.185,42,86,1882479,63
man,good,Directed,2686,,,1.708,31.518,41,103,2105073,63
man,ought,Directed,2685,,,1.716,6.088,40,20,406596,17
man,evil,Directed,2684,,,1.846,5.842,38,21,390154,18
man,war,Directed,2683,,,2.034,4.885,36,20,326242,11
man,rich,Directed,2682,,,2.349,2.356,35,12,157355,10
man,young,Directed,2681,,,2.654,3.019,34,19,201619,15
man,learned,Directed,2680,,,2.66,1.582,33,10,105664,10
man,slay,Directed,2679,,,2.772,1.757,31,12,117369,11
man,se,Directed,2678,,,2.845,2.783,30,20,185872,17
man,english,Directed,2677,,,2.911,2.659,29,20,177562,12
man,french,Directed,2676,,,2.942,1.951,28,15,130336,4
man,mortal,Directed,2675,,,2.985,1.011,27,8,67490,7
man,c,Directed,2674,,,3.015,4.455,26,36,297563,29
man,woman,Directed,2673,,,3.025,5.039,25,41,336538,36
man,s,Directed,2672,,,3.101,20.16,24,173,1346455,107
man,hurt,Directed,2671,,,3.325,1.497,23,15,99970,15
man,wise,Directed,2670,,,3.345,4.035,22,41,269485,36
man,wh,Directed,2669,,,3.45,0.732,21,8,48907,8
man,noble,Directed,2668,,,3.636,2.495,20,31,166617,21
man,every,Directed,2667,,,3.645,15.826,19,198,1057014,112
man,honesty,Directed,2666,,,3.753,0.445,18,6,29720,5
man,ben,Directed,2665,,,3.863,0.893,17,13,59668,10
man,dread,Directed,2664,,,4.215,0.431,16,8,28786,6
man,craft,Directed,2663,,,4.268,0.26,15,5,17341,5
man,toke,Directed,2662,,,4.306,0.405,14,8,27024,6
man,nether,Directed,2661,,,4.5,0.221,13,5,14764,4
man,mete,Directed,2660,,,4.936,0.229,11,7,15282,7
man,wist,Directed,2659,,,5.676,0.078,10,4,5231,3
man,cryste,Directed,2658,,,5.802,0.054,9,3,3595,3
man,discrete,Directed,2657,,,6.44,0.035,8,3,2311,3
man,worcke,Directed,2656,,,7.382,0.018,7,3,1204,3
man,worldely,Directed,2655,,,7.399,0.018,6,3,1190,2
man,christen,Directed,2654,,,7.865,0.194,5,45,12940,31
man,yonge,Directed,2653,,,8.011,0.117,4,30,7796,24
man,crysten,Directed,2652,,,8.715,0.046,3,19,3039,13
man,tradycyon,Directed,2651,,,9.961,0.003,2,3,204,3
man,contemplatyue,Directed,2650,,,11.05,0.002,1,4,130,2
most,vile,Directed,2649,,,5.566,0.634,50,30,42320,25
most,ly,Directed,2648,,,5.623,0.102,49,5,6782,5
most,shameful,Directed,2647,,,5.64,0.221,48,11,14747,11
most,specially,Directed,2646,,,5.694,0.58,47,30,38733,25
most,cruelly,Directed,2645,,,5.721,0.19,46,10,12676,9
most,bo,Directed,2644,,,5.78,0.073,45,4,4865,4
most,christen,Directed,2643,,,5.828,0.194,44,11,12940,10
most,syth,Directed,2642,,,5.855,0.069,43,4,4621,4
most,sacram,Directed,2641,,,5.982,0.111,42,7,7404,5
most,reverent,Directed,2640,,,6.141,0.085,41,6,5683,2
most,piteous,Directed,2639,,,6.284,0.039,40,3,2574,3
most,detestable,Directed,2638,,,6.448,0.161,39,14,10722,13
most,excell,Directed,2637,,,6.48,0.067,38,6,4494,6
most,ungracious,Directed,2636,,,6.764,0.037,37,4,2462,3
most,sauyour,Directed,2635,,,6.889,0.025,36,3,1694,2
most,nygh,Directed,2634,,,6.98,0.024,35,3,1590,3
most,perte,Directed,2633,,,7.021,0.023,34,3,1546,3
most,forgeuen,Directed,2632,,,7.051,0.023,33,3,1514,3
most,com,Directed,2631,,,7.056,0.038,32,5,2514,5
most,synner,Directed,2630,,,7.124,0.022,31,3,1439,2
most,erne,Directed,2629,,,7.397,0.018,30,3,1192,3
most,fresshe,Directed,2628,,,7.461,0.017,29,3,1140,3
most,heresye,Directed,2627,,,7.503,0.022,28,4,1477,4
most,reygne,Directed,2626,,,7.554,0.027,27,5,1782,5
most,plenteously,Directed,2625,,,7.792,0.018,26,4,1209,4
most,vyrgyn,Directed,2624,,,8.226,0.013,25,4,896,3
most,virgyn,Directed,2623,,,8.256,0.016,24,5,1097,5
most,wryter,Directed,2622,,,8.325,0.031,23,10,2092,1
most,highest,Directed,2621,,,8.529,0.038,22,14,2545,9
most,perfyte,Directed,2620,,,8.529,0.025,21,9,1636,8
most,fylthye,Directed,2619,,,8.761,0.007,20,3,465,2
most,vertuouse,Directed,2618,,,8.795,0.011,19,5,757,5
most,nynge,Directed,2617,,,8.867,0.007,18,3,432,2
most,glotony,Directed,2616,,,8.965,0.006,17,3,404,3
most,blyssed,Directed,2615,,,9.151,0.011,16,6,711,6
most,soueraygne,Directed,2614,,,9.16,0.014,15,8,942,6
most,sygnyfycacyon,Directed,2613,,,9.483,0.004,14,3,283,1
most,redoubted,Directed,2612,,,9.573,0.009,13,7,621,7
most,commenly,Directed,2611,,,9.705,0.004,12,3,243,2
most,notabl,Directed,2610,,,9.761,0.005,11,4,312,1
most,benygne,Directed,2609,,,9.789,0.005,10,4,306,4
most,gloryouse,Directed,2608,,,10.044,0.004,9,4,257,4
most,menly,Directed,2607,,,10.355,0.002,8,3,156,2
most,myghte,Directed,2606,,,10.42,0.003,7,4,199,2
most,comynly,Directed,2605,,,10.73,0.004,6,6,242,4
most,myghty,Directed,2604,,,10.751,0.002,5,4,159,3
most,teous,Directed,2603,,,10.908,0.002,4,4,143,4
most,gracyouse,Directed,2602,,,11.157,0.002,3,4,121,4
most,victoryous,Directed,2601,,,11.483,0.001,2,3,73,2
most,sacrate,Directed,2600,,,12.194,0.001,1,4,61,1
master,iohan,Directed,2599,,,7.281,0.09,50,14,6027,9
master,brandon,Directed,2598,,,7.318,0.019,49,3,1259,2
master,bretherne,Directed,2597,,,7.353,0.025,48,4,1638,4
master,hayle,Directed,2596,,,7.637,0.025,47,5,1683,4
master,dunce,Directed,2595,,,7.644,0.015,46,3,1005,1
master,depiction,Directed,2594,,,7.666,0.04,45,8,2639,2
master,hume,Directed,2593,,,7.701,0.019,44,4,1288,3
master,princis,Directed,2592,,,7.879,0.013,43,3,854,1
master,willi,Directed,2591,,,7.972,0.012,42,3,801,3
master,langton,Directed,2590,,,8.101,0.011,41,3,733,2
master,kerr,Directed,2589,,,8.108,0.015,40,4,972,1
master,iaques,Directed,2588,,,8.129,0.014,39,4,958,1
master,neroe,Directed,2587,,,8.235,0.01,38,3,668,3
master,thorpe,Directed,2586,,,8.239,0.013,37,4,888,2
master,candidus,Directed,2585,,,8.281,0.01,36,3,647,1
master,tyndale,Directed,2584,,,8.382,0.039,35,13,2615,4
master,mores,Directed,2583,,,8.623,0.02,34,8,1363,3
master,baptym,Directed,2582,,,9.345,0.005,33,3,311,2
master,scole,Directed,2581,,,9.347,0.014,32,9,932,7
master,diuinite,Directed,2580,,,9.493,0.004,31,3,281,2
master,discyple,Directed,2579,,,9.69,0.01,30,8,655,1
master,marten,Directed,2578,,,9.69,0.007,29,6,491,2
master,dyscyple,Directed,2577,,,9.88,0.015,28,14,1006,5
master,roberte,Directed,2576,,,10.068,0.005,27,5,316,3
master,paley,Directed,2575,,,10.092,0.005,26,5,311,1
master,testyfyeth,Directed,2574,,,10.186,0.003,25,3,175,1
master,masquers,Directed,2573,,,10.223,0.007,24,8,455,1
master,martyne,Directed,2572,,,10.467,0.004,23,5,241,3
master,iuuenalis,Directed,2571,,,10.514,0.002,22,3,140,3
master,lydgate,Directed,2570,,,10.525,0.002,21,3,139,3
master,stapylton,Directed,2569,,,10.805,0.002,20,3,115,1
master,kar,Directed,2568,,,11.073,0.001,19,3,96,1
master,dinus,Directed,2567,,,11.968,0.001,18,3,53,1
master,tracie,Directed,2566,,,11.983,0.001,17,4,70,1
master,thentre,Directed,2565,,,12.027,0.001,16,5,85,4
master,lapa,Directed,2564,,,12.027,0.001,15,3,51,1
master,raymonde,Directed,2563,,,12.22,0.001,14,3,45,2
master,maistress,Directed,2562,,,12.658,0.001,13,3,34,2
master,baldok,Directed,2561,,,13.002,0.001,12,7,64,4
master,reymond,Directed,2560,,,13.517,0.004,11,43,288,1
master,denyce,Directed,2559,,,13.643,0.001,10,9,56,1
master,reymo,Directed,2558,,,13.912,0,9,3,16,1
master,falsidicus,Directed,2557,,,14.262,0,8,5,22,1
master,masker,Directed,2556,,,14.562,0.005,7,96,361,1
master,maskar,Directed,2555,,,14.796,0.001,6,23,77,1
master,masher,Directed,2554,,,14.857,0,5,4,13,1
master,chrispyne,Directed,2553,,,15.027,0,4,3,9,1
master,gagwyne,Directed,2552,,,15.027,0.001,3,13,39,1
master,reymound,Directed,2551,,,15.738,0.001,2,36,80,1
master,pseudologus,Directed,2550,,,15.764,0,1,5,11,1
wisdom,credence,Directed,2549,,,5.931,0.049,50,3,3287,3
wisdom,eloquence,Directed,2548,,,6.005,0.249,49,16,16660,14
wisdom,ny,Directed,2547,,,6.03,0.046,48,3,3069,3
wisdom,worldly,Directed,2546,,,6.105,0.945,47,65,63119,28
wisdom,preeminence,Directed,2545,,,6.125,0.043,46,3,2873,2
wisdom,utterance,Directed,2544,,,6.311,0.063,45,5,4210,5
wisdom,secrete,Directed,2543,,,6.45,0.046,44,4,3059,3
wisdom,vnderst,Directed,2542,,,6.508,0.088,43,8,5880,5
wisdom,tech,Directed,2541,,,6.622,0.031,42,3,2037,3
wisdom,capi,Directed,2540,,,6.639,0.03,41,3,2013,1
wisdom,hardiness,Directed,2539,,,6.643,0.03,40,3,2008,3
wisdom,goost,Directed,2538,,,6.689,0.029,39,3,1945,3
wisdom,prowess,Directed,2537,,,6.768,0.083,38,9,5526,6
wisdom,ari,Directed,2536,,,6.802,0.027,37,3,1799,1
wisdom,lyghte,Directed,2535,,,6.881,0.034,36,4,2270,4
wisdom,rychesse,Directed,2534,,,6.885,0.025,35,3,1698,3
wisdom,perfyte,Directed,2533,,,6.939,0.025,34,3,1636,3
wisdom,spyryte,Directed,2532,,,7.257,0.026,33,4,1750,2
wisdom,plenteously,Directed,2531,,,7.376,0.018,32,3,1209,2
wisdom,discrete,Directed,2530,,,7.442,0.035,31,6,2311,6
wisdom,revele,Directed,2529,,,7.489,0.017,30,3,1118,1
wisdom,humayne,Directed,2528,,,7.645,0.015,29,3,1004,3
wisdom,iustifye,Directed,2527,,,7.705,0.014,28,3,963,3
wisdom,spiryte,Directed,2526,,,7.837,0.013,27,3,879,3
wisdom,mekeness,Directed,2525,,,8.093,0.011,26,3,737,3
wisdom,valiantness,Directed,2524,,,8.106,0.011,25,3,730,1
wisdom,sprete,Directed,2523,,,8.129,0.036,24,10,2396,7
wisdom,gyfte,Directed,2522,,,8.289,0.039,23,12,2574,5
wisdom,knoweledge,Directed,2521,,,8.294,0.013,22,4,855,4
wisdom,dyuyne,Directed,2520,,,8.464,0.014,21,5,951,4
wisdom,conning,Directed,2519,,,8.633,0.01,20,4,677,4
wisdom,ryghteousne,Directed,2518,,,8.744,0.009,19,4,627,4
wisdom,infynyte,Directed,2517,,,8.767,0.007,18,3,463,3
wisdom,sapience,Directed,2516,,,8.927,0.019,17,9,1244,7
wisdom,worldely,Directed,2515,,,9.145,0.018,16,10,1190,6
wisdom,folysh,Directed,2514,,,9.369,0.005,15,3,306,2
wisdom,sapyence,Directed,2513,,,9.656,0.006,14,5,419,3
wisdom,vnderstondinge,Directed,2512,,,9.864,0.003,13,3,218,3
wisdom,infynite,Directed,2511,,,9.878,0.003,12,3,216,3
wisdom,rightwysne,Directed,2510,,,10.05,0.003,11,3,192,3
wisdom,dyscrecyon,Directed,2509,,,10.135,0.005,10,5,302,4
wisdom,polycye,Directed,2508,,,10.974,0.003,9,5,171,4
wisdom,grauite,Directed,2507,,,10.983,0.002,8,3,102,3
wisdom,sobrenesse,Directed,2506,,,11.29,0.001,7,3,83,3
wisdom,worldelye,Directed,2505,,,11.327,0.002,6,5,135,5
wisdom,nurtoure,Directed,2504,,,11.658,0.001,5,3,65,2
wisdom,manheid,Directed,2503,,,11.857,0.003,4,9,171,1
wisdom,wysdome,Directed,2502,,,12.22,0.001,3,3,45,3
wisdom,sarp,Directed,2501,,,13.327,0,2,4,30,1
wisdom,inuestigable,Directed,2500,,,13.635,0,1,4,25,2
wise,man,Directed,2499,,,2.843,59.498,50,427,3973824,165
wise,learn,Directed,2498,,,2.872,3.28,49,24,219045,21
wise,sad,Directed,2497,,,2.948,1.167,48,9,77928,9
wise,c,Directed,2496,,,2.974,4.455,47,35,297563,30
wise,least,Directed,2495,,,3.064,4.784,46,40,319494,20
wise,manner,Directed,2494,,,3.083,7.438,45,63,496783,36
wise,virtuous,Directed,2493,,,3.647,0.639,44,8,42662,8
wise,tale,Directed,2492,,,3.959,0.45,43,7,30060,5
wise,politic,Directed,2491,,,3.975,0.318,42,5,21242,3
wise,beware,Directed,2490,,,4.051,0.423,41,7,28221,7
wise,ware,Directed,2489,,,4.058,0.3,40,5,20059,5
wise,ge,Directed,2488,,,4.096,0.351,39,6,23439,6
wise,contrary,Directed,2487,,,4.202,4.456,38,82,297599,58
wise,folk,Directed,2486,,,4.227,0.32,37,6,21398,4
wise,like,Directed,2485,,,4.239,16.424,36,310,1096956,137
wise,hem,Directed,2484,,,4.248,0.316,35,6,21090,2
wise,ben,Directed,2483,,,4.251,0.893,34,17,59668,13
wise,clerk,Directed,2482,,,4.264,0.313,33,6,20869,5
wise,sundry,Directed,2481,,,4.273,0.983,32,19,65663,11
wise,payne,Directed,2480,,,4.361,0.243,31,5,16255,5
wise,m,Directed,2479,,,4.364,1.749,30,36,116786,29
wise,philosopher,Directed,2478,,,4.383,0.432,29,9,28819,8
wise,co,Directed,2477,,,4.448,0.412,28,9,27542,9
wise,salomon,Directed,2476,,,4.535,0.388,27,9,25933,8
wise,hardy,Directed,2475,,,4.809,0.143,26,4,9533,4
wise,toke,Directed,2474,,,4.891,0.405,25,12,27024,9
wise,nether,Directed,2473,,,4.986,0.221,23,7,14764,6
wise,yonge,Directed,2472,,,5.1,0.117,22,4,7796,4
wise,expert,Directed,2471,,,5.116,0.144,21,5,9633,4
wise,manly,Directed,2470,,,5.507,0.11,20,5,7350,4
wise,prudent,Directed,2469,,,5.711,0.363,19,19,24249,12
wise,sage,Directed,2468,,,5.894,0.202,18,12,13490,10
wise,tyndale,Directed,2467,,,6.261,0.039,17,3,2615,1
wise,roma.,Directed,2466,,,6.461,0.034,16,3,2277,3
wise,ecclesiasticus,Directed,2465,,,6.475,0.034,15,3,2256,3
wise,withstanding,Directed,2464,,,6.485,0.056,14,5,3733,4
wise,semblable,Directed,2463,,,7.145,0.035,13,5,2364,5
wise,perfyte,Directed,2462,,,7.355,0.025,12,4,1636,4
wise,sobre,Directed,2461,,,7.739,0.014,11,3,941,3
wise,vyrgyn,Directed,2460,,,7.81,0.013,10,3,896,3
wise,trary,Directed,2459,,,7.94,0.053,9,13,3549,13
wise,weren,Directed,2458,,,8.431,0.012,8,4,778,2
wise,discrete,Directed,2457,,,9.034,0.035,7,18,2311,12
wise,trarye,Directed,2456,,,9.73,0.004,6,3,239,3
wise,knyghtly,Directed,2455,,,9.761,0.006,5,5,390,3
wise,polytike,Directed,2454,,,10.473,0.002,4,3,144,3
wise,paynem,Directed,2453,,,10.644,0.003,3,4,171,3
wise,yke,Directed,2452,,,11.327,0.002,2,5,135,1
wise,wyse,Directed,2451,,,12.169,0.002,1,8,124,2
virtue,learning,Directed,2450,,,4.3,1.117,50,22,74619,19
virtue,strength,Directed,2449,,,4.411,2.963,49,63,197864,42
virtue,con,Directed,2448,,,4.453,0.274,48,6,18303,6
virtue,ben,Directed,2447,,,4.485,0.893,47,20,59668,12
virtue,goodness,Directed,2446,,,4.631,2.058,46,51,137472,38
virtue,efficacy,Directed,2445,,,4.726,0.34,45,9,22719,4
virtue,honesty,Directed,2444,,,4.976,0.445,44,14,29720,11
virtue,moral,Directed,2443,,,4.983,0.917,43,29,61275,16
virtue,herb,Directed,2442,,,5.079,0.858,42,29,57333,5
virtue,manor,Directed,2441,,,5.141,0.539,41,19,35974,14
virtue,str,Directed,2440,,,5.696,0.116,39,6,7738,6
virtue,vice,Directed,2439,,,5.701,1.058,38,55,70690,40
virtue,attractive,Directed,2438,,,5.78,0.055,37,3,3650,2
virtue,moder,Directed,2437,,,6.068,0.06,36,4,3985,4
virtue,godline,Directed,2436,,,6.075,0.074,35,5,4959,5
virtue,excell,Directed,2435,,,6.217,0.067,34,5,4494,5
virtue,devoid,Directed,2434,,,6.36,0.037,33,3,2442,1
virtue,syth,Directed,2433,,,6.44,0.069,32,6,4621,5
virtue,rote,Directed,2432,,,6.456,0.057,31,5,3809,5
virtue,nobleness,Directed,2431,,,6.617,0.061,30,6,4088,4
virtue,themself,Directed,2430,,,6.644,0.03,29,3,2006,3
virtue,replete,Directed,2429,,,7.251,0.026,28,4,1758,4
virtue,dauyd,Directed,2428,,,7.294,0.019,27,3,1280,3
virtue,rychesse,Directed,2427,,,7.301,0.025,26,4,1698,4
virtue,werke,Directed,2426,,,7.32,0.031,25,5,2095,5
virtue,mune,Directed,2425,,,7.367,0.018,24,3,1217,2
virtue,prowess,Directed,2424,,,7.406,0.083,23,14,5526,6
virtue,ensample,Directed,2423,,,7.475,0.017,22,3,1129,3
virtue,preue,Directed,2422,,,7.951,0.012,21,3,813,1
virtue,mekeness,Directed,2421,,,8.093,0.011,20,3,737,3
virtue,towardness,Directed,2420,,,8.11,0.011,19,3,728,3
virtue,dyuyne,Directed,2419,,,8.14,0.014,18,4,951,3
virtue,chyef,Directed,2418,,,8.452,0.009,17,3,575,2
virtue,profyte,Directed,2417,,,8.506,0.008,16,3,554,3
virtue,mekene,Directed,2416,,,8.6,0.021,15,8,1385,8
virtue,worthyne,Directed,2415,,,8.657,0.01,14,4,666,4
virtue,sapyence,Directed,2414,,,8.912,0.006,13,3,419,3
virtue,pryncypall,Directed,2413,,,8.994,0.01,12,5,660,4
virtue,clenne,Directed,2412,,,9.211,0.005,11,3,341,2
virtue,godlyne,Directed,2411,,,9.335,0.019,10,12,1253,10
virtue,chastyte,Directed,2410,,,9.52,0.012,9,9,828,2
virtue,hongre,Directed,2409,,,9.767,0.004,8,3,233,1
virtue,frewyll,Directed,2408,,,10.512,0.003,7,4,187,3
virtue,noryshe,Directed,2407,,,10.612,0.002,6,3,131,2
virtue,honestee,Directed,2406,,,10.871,0.002,5,3,110,1
virtue,attemperaunce,Directed,2405,,,11.132,0.002,4,4,123,1
virtue,efficacitie,Directed,2404,,,11.779,0.001,3,3,60,1
virtue,pasyence,Directed,2403,,,12.153,0.001,2,3,47,1
virtue,efficatie,Directed,2402,,,12.525,0.001,1,3,37,1
learn,study,Directed,2401,,,3.068,1.431,50,12,95603,12
learn,godly,Directed,2400,,,3.142,2.04,49,18,136221,16
learn,latin,Directed,2399,,,3.142,1.133,48,10,75678,7
learn,g,Directed,2398,,,3.166,1.003,47,9,66963,9
learn,wisdom,Directed,2397,,,3.258,3.451,46,33,230471,25
learn,th,Directed,2396,,,3.268,2.7,45,26,180298,24
learn,highly,Directed,2395,,,3.373,0.676,44,7,45139,5
learn,perfectly,Directed,2394,,,3.408,0.659,43,7,44037,7
learn,wise,Directed,2393,,,3.511,4.035,42,46,269485,39
learn,well,Directed,2392,,,3.589,16.454,41,198,1098957,114
learn,diligent,Directed,2391,,,3.757,0.518,40,7,34577,7
learn,apt,Directed,2390,,,3.853,0.831,39,12,55495,10
learn,philosophy,Directed,2389,,,3.881,0.611,38,9,40801,8
learn,better,Directed,2388,,,3.928,2.826,37,43,188713,35
learn,folk,Directed,2387,,,3.964,0.32,36,5,21398,5
learn,ge,Directed,2386,,,4.096,0.351,35,6,23439,5
learn,m,Directed,2385,,,4.194,1.749,34,32,116786,28
learn,exactly,Directed,2384,,,4.385,0.431,33,9,28781,4
learn,article,Directed,2383,,,4.538,0.904,32,21,60402,4
learn,best,Directed,2382,,,4.65,1.514,31,38,101138,31
learn,diligently,Directed,2381,,,4.661,0.475,30,12,31698,8
learn,gr,Directed,2380,,,4.801,0.144,29,4,9589,3
learn,clerk,Directed,2379,,,4.849,0.313,27,9,20869,9
learn,expert,Directed,2378,,,5.116,0.144,26,5,9633,5
learn,goo,Directed,2377,,,5.222,0.107,25,4,7160,3
learn,christen,Directed,2376,,,5.369,0.194,24,8,12940,8
learn,yonge,Directed,2375,,,5.422,0.117,23,5,7796,5
learn,childr,Directed,2374,,,5.579,0.084,22,4,5593,2
learn,craft,Directed,2373,,,5.647,0.26,21,13,17341,10
learn,clarke,Directed,2372,,,5.725,0.057,20,3,3791,3
learn,science,Directed,2371,,,5.927,0.411,19,25,27460,20
learn,singe,Directed,2370,,,6.05,0.06,18,4,4037,3
learn,excellently,Directed,2369,,,6.411,0.153,17,13,10217,9
learn,tyndale,Directed,2368,,,6.677,0.039,16,4,2615,3
learn,discrete,Directed,2367,,,6.856,0.035,15,4,2311,4
learn,lesson,Directed,2366,,,7.01,0.303,14,39,20252,21
learn,lore,Directed,2365,,,7.096,0.029,13,4,1957,3
learn,profoundly,Directed,2364,,,7.341,0.019,12,3,1239,3
learn,scriptur,Directed,2363,,,7.409,0.018,11,3,1182,2
learn,paci,Directed,2362,,,7.517,0.016,10,3,1097,3
learn,tech,Directed,2361,,,7.624,0.031,9,6,2037,6
learn,vertuouse,Directed,2360,,,8.054,0.011,8,3,757,3
learn,scole,Directed,2359,,,8.981,0.014,7,7,932,7
learn,toungue,Directed,2358,,,9.027,0.006,6,3,387,3
learn,epaphra,Directed,2357,,,9.268,0.005,5,3,328,2
learn,scyence,Directed,2356,,,9.645,0.006,4,5,422,2
learn,vnlern,Directed,2355,,,9.733,0.005,3,4,318,3
learn,perfytely,Directed,2354,,,9.864,0.003,2,3,218,3
learn,nourysshe,Directed,2353,,,10.383,0.003,1,4,204,2
knowledge,since,Directed,2352,,,2.375,6.17,50,32,412118,26
knowledge,sure,Directed,2351,,,2.683,3.426,48,22,228840,19
knowledge,profess,Directed,2350,,,2.774,1.462,47,10,97626,4
knowledge,y,Directed,2349,,,2.784,5.953,46,41,397600,24
knowledge,tree,Directed,2348,,,2.915,1.99,45,15,132883,10
knowledge,thereof,Directed,2347,,,2.922,6.862,44,52,458304,34
knowledge,experience,Directed,2346,,,2.926,1.71,43,13,114219,11
knowledge,truth,Directed,2345,,,3.176,8.076,41,73,539384,48
knowledge,confess,Directed,2344,,,3.18,2.98,40,27,199018,22
knowledge,m,Directed,2343,,,3.194,1.749,39,16,116786,12
knowledge,th,Directed,2342,,,3.268,2.7,38,26,180298,19
knowledge,philosophy,Directed,2341,,,3.519,0.611,37,7,40801,7
knowledge,godly,Directed,2340,,,3.616,2.04,36,25,136221,22
knowledge,perfect,Directed,2339,,,3.721,2.806,35,37,187382,29
knowledge,understanding,Directed,2338,,,3.778,1.969,34,27,131519,19
knowledge,wisdom,Directed,2337,,,3.886,3.451,33,51,230471,30
knowledge,cunning,Directed,2336,,,4.001,0.437,32,7,29208,5
knowledge,attain,Directed,2335,,,4.185,1.045,31,19,69791,19
knowledge,con,Directed,2334,,,4.19,0.274,30,5,18303,5
knowledge,default,Directed,2333,,,4.382,0.24,29,5,16020,5
knowledge,fore,Directed,2332,,,4.644,0.32,27,8,21381,7
knowledge,learning,Directed,2331,,,4.841,1.117,26,32,74619,25
knowledge,science,Directed,2330,,,5.19,0.411,25,15,27460,10
knowledge,key,Directed,2329,,,5.308,0.53,24,21,35424,10
knowledge,fesse,Directed,2328,,,5.755,0.056,23,3,3712,3
knowledge,increaseth,Directed,2327,,,5.972,0.048,22,3,3194,3
knowledge,utterance,Directed,2326,,,5.989,0.063,21,4,4210,3
knowledge,meekly,Directed,2325,,,5.996,0.047,20,3,3143,3
knowledge,cryste,Directed,2324,,,6.217,0.054,19,4,3595,4
knowledge,lack,Directed,2323,,,6.336,0.459,18,37,30631,28
knowledge,lyghte,Directed,2322,,,6.466,0.034,17,3,2270,3
knowledge,sprete,Directed,2321,,,6.803,0.036,16,4,2396,3
knowledge,forgeuen,Directed,2320,,,7.051,0.023,15,3,1514,3
knowledge,gyfte,Directed,2319,,,7.286,0.039,14,6,2574,5
knowledge,thyself,Directed,2318,,,7.315,0.025,13,4,1682,3
knowledge,themself,Directed,2317,,,7.383,0.03,12,5,2006,4
knowledge,geuyng,Directed,2316,,,7.567,0.016,11,3,1060,3
knowledge,wysedom,Directed,2315,,,8.808,0.007,10,3,450,3
knowledge,faute,Directed,2314,,,8.826,0.013,9,6,889,5
knowledge,defaute,Directed,2313,,,8.861,0.007,8,3,434,1
knowledge,iniquite,Directed,2312,,,9.4,0.009,7,6,599,3
knowledge,perfyte,Directed,2311,,,9.691,0.025,6,20,1636,14
knowledge,hystorye,Directed,2310,,,9.695,0.009,5,7,571,4
knowledge,wyszdome,Directed,2309,,,9.91,0.005,4,5,352,1
knowledge,perfyt,Directed,2308,,,9.994,0.004,3,4,266,3
knowledge,vnderstondinge,Directed,2307,,,10.286,0.003,2,4,218,3
knowledge,knowlege,Directed,2306,,,11.795,0.003,1,10,198,2
grave,about,Directed,2305,,,2.388,4.202,49,22,661901,11
grave,y,Directed,2304,,,2.472,2.524,48,14,397600,11
grave,lie,Directed,2303,,,2.63,2.746,47,17,432545,13
grave,out,Directed,2302,,,2.768,10.715,46,73,1687823,35
grave,d,Directed,2301,,,2.996,1.003,45,8,157967,6
grave,already,Directed,2300,,,3.004,0.998,44,8,157135,5
grave,dead,Directed,2299,,,3.187,1.647,43,15,259460,12
grave,sentence,Directed,2298,,,3.355,0.684,42,7,107784,5
grave,down,Directed,2297,,,3.447,3.392,41,37,534364,12
grave,sorrow,Directed,2296,,,3.503,0.794,40,9,125020,6
grave,door,Directed,2295,,,3.547,0.599,39,7,94318,3
grave,lay,Directed,2294,,,3.783,2.397,38,33,377636,19
grave,image,Directed,2293,,,3.896,0.739,37,11,116368,9
grave,weep,Directed,2292,,,3.897,0.336,36,5,52871,4
grave,town,Directed,2291,,,4.114,1.502,35,26,236540,1
grave,deep,Directed,2290,,,4.152,0.563,34,10,88628,10
grave,round,Directed,2289,,,4.194,0.601,33,11,94673,3
grave,open,Directed,2288,,,4.314,1.76,32,35,277168,23
grave,cunning,Directed,2287,,,4.431,0.185,31,4,29208,3
grave,pillar,Directed,2286,,,4.582,0.167,30,4,26314,3
grave,sad,Directed,2285,,,4.601,0.495,29,12,77928,10
grave,beside,Directed,2284,,,4.639,0.281,28,7,44259,3
grave,importance,Directed,2283,,,4.708,0.153,27,4,24106,4
grave,stone,Directed,2282,,,4.715,1.066,26,28,167957,16
grave,bury,Directed,2281,,,4.716,0.419,25,11,65937,10
grave,sicut,Directed,2280,,,4.757,0.148,23,4,23305,4
grave,weighty,Directed,2279,,,4.995,0.157,22,5,24707,3
grave,philosopher,Directed,2278,,,5.036,0.183,21,6,28819,4
grave,tomb,Directed,2277,,,5.076,0.119,20,4,18680,4
grave,craft,Directed,2276,,,5.184,0.11,19,4,17341,4
grave,monument,Directed,2275,,,5.248,0.105,18,4,16589,4
grave,substantial,Directed,2274,,,5.357,0.098,17,4,15382,4
grave,stink,Directed,2273,,,5.456,0.091,16,4,14363,4
grave,painted,Directed,2272,,,5.819,0.053,15,3,8374,2
grave,ipsius,Directed,2271,,,5.966,0.08,14,5,12604,1
grave,epitaph,Directed,2270,,,6.335,0.037,13,3,5856,3
grave,mettle,Directed,2269,,,6.668,0.039,12,4,6199,2
